time,speed_compact_summer_test1,speed_compact_summer_test2,speed_compact_summer_test3,speed_compact_summer_test4,speed_compact_summer_test5,speed_compact_allSeason_test1,speed_compact_allSeason_test2,speed_compact_allSeason_test3,speed_compact_allSeason_test4,speed_compact_allSeason_test5,speed_compact_winter_test1,speed_compact_winter_test2,speed_compact_winter_test3,speed_compact_winter_test4,speed_compact_winter_test5,speed_sedan_summer_test1,speed_sedan_summer_test2,speed_sedan_summer_test3,speed_sedan_summer_test4,speed_sedan_summer_test5,speed_sedan_allSeason_test1,speed_sedan_allSeason_test2,speed_sedan_allSeason_test3,speed_sedan_allSeason_test4,speed_sedan_allSeason_test5,speed_sedan_winter_test1,speed_sedan_winter_test2,speed_sedan_winter_test3,speed_sedan_winter_test4,speed_sedan_winter_test5,speed_suv_summer_test1,speed_suv_summer_test2,speed_suv_summer_test3,speed_suv_summer_test4,speed_suv_summer_test5,speed_suv_allSeason_test1,speed_suv_allSeason_test2,speed_suv_allSeason_test3,speed_suv_allSeason_test4,speed_suv_allSeason_test5,speed_suv_winter_test1,speed_suv_winter_test2,speed_suv_winter_test3,speed_suv_winter_test4,speed_suv_winter_test5
39.79,26.757,26.053,26.344,25.187,25.806,24.864,25.46,25.971,24.819,24.621,25.674,25.778,25.361,NaN,25.146,24.785,24.988,24.665,25.904,24.79,25.009,25.499,24.091,25.026,24.417,NaN,24.714,25.179,26.052,23.898,23.278,NaN,24.165,25.234,24.036,23.857,23.657,23.563,23.848,24.586,24.114,24.255,23.726,23.12,23.718
39.8,24.513,25.78,26.154,24.903,26.291,25.069,24.517,25.737,25.668,26,26.023,25.33,25.857,25.988,25.678,24.866,24.23,23.722,24.713,24.585,24.079,25.398,23.995,25.027,24.902,24.358,23.734,25.042,24.138,25.157,24.84,24.851,23.649,25.495,23.824,23.288,24.213,25.157,24.237,24.482,24.486,24.226,23.649,23.779,23.222
39.81,25.637,25.59,26.014,25.934,25.794,24.749,25.405,26.001,24.201,26.027,26.067,25.478,25.947,25.62,25.692,23.393,25.015,23.209,24.546,24.188,24.183,25.101,24.999,NaN,25.075,24.98,23.582,23.783,24.685,24.835,24.304,25.157,24.615,24.645,23.165,23.306,25.622,23.699,24.188,25.287,23.526,25.324,23.882,24.399,24.717
39.82,26.593,26.052,26.264,24.559,25.298,24.662,26.239,25.312,25.806,25.751,24.783,25.506,26.054,26.546,NaN,24.234,25.612,25.034,24.886,25.168,25.105,24.242,24.909,24.536,25.362,24.312,24.621,24.461,24.758,24.558,24.821,23.16,24.374,24.957,24.599,24.476,24.919,24.423,24.455,25.325,24.351,24.791,25.89,23.875,24.591
39.83,26.129,24.772,26.028,24.716,25.755,24.649,25.36,24.457,25.449,26.45,25.72,25.868,26.23,25.36,25.228,23.582,25.019,23.709,24.339,24.676,24.946,24.901,25.714,NaN,24.951,24.495,23.386,24.775,24.66,24.587,23.821,24.597,25.056,23.857,23.557,24.163,24.467,23.799,24.246,25.068,25.822,24.191,24.448,24.497,23.264
39.84,25.022,25.435,25.678,25.951,26.058,25.009,24.538,26.173,25.312,26.089,24.694,26.326,26.12,25.609,25.316,24.849,25.426,23.31,24.823,24.688,24.948,24.472,24.883,24.719,23.919,24.904,25.12,24.657,24.634,24.344,NaN,24.67,25.447,24.338,24.67,24.377,24.86,25.104,23.904,25.365,26.031,24.454,24.715,23.131,24.44
39.85,25.026,25.629,26.429,26.647,25.518,25.55,24.904,25.485,25.526,26.247,24.346,26.142,24.289,25.489,25.274,24.691,25.76,23.992,NaN,24.601,24.162,23.416,25.246,NaN,24.537,24.992,24.833,25.66,24.712,24.811,25.068,25.262,25.316,NaN,24.495,22.846,23.834,24.054,24.383,24.954,25.093,25.235,24.065,25.382,24.066
39.86,26.27,25.512,24.268,26.402,26.355,25.333,25.3,25.364,24.004,24.991,26.173,24.944,24.538,25.346,NaN,24.294,25.078,24.835,24.823,24.416,24.108,24.327,23.48,23.745,25.546,24.485,25.279,25.353,23.421,24.935,24.189,25.156,23.683,25.184,23.779,24.601,24.938,24.541,24.262,25.043,24.374,25.207,24.335,23.55,23.804
39.87,25.847,25.908,24.978,25.135,25.798,25.133,24.475,25.298,26.565,25.739,25.304,25.843,24.718,25.621,25.146,23.737,25.25,25.147,24.438,23.262,24.869,23.607,24.964,24.39,23.839,25.222,23.689,24.271,25.17,24.808,25.283,25.739,25.225,24.869,24.774,24.661,26.195,25.245,24.89,23.998,24.035,24.818,24.497,24.774,23.689
39.88,25.544,26.73,25.874,26.298,24.614,26.044,24.283,24.98,25.724,25.608,25.803,26.121,24.772,NaN,25.618,24.337,24.314,NaN,25.157,24.007,23.931,25.726,24.78,NaN,24.993,24.03,23.909,25.063,25.146,NaN,24.147,25.261,24.235,24.199,24.771,23.18,23.785,25.644,24.362,24.233,23.543,24.192,24.242,23.534,23.89
39.89,26.038,26.363,26.135,26.129,25.306,24.779,24.279,26.158,26.181,26.019,26.167,26.369,25.637,25.088,25.273,24.207,25.273,23.96,25.349,24.879,25.206,23.77,23.844,24.282,25.46,25.253,24.153,24.883,23.717,24.319,24.513,24.546,25.361,24.321,24.626,24.386,23.77,23.521,25.034,23.907,24.836,25.501,24.136,23.561,25.022
39.9,25.647,26.501,25.943,25.959,26.059,25.399,24.527,24.375,25.037,26.49,26.479,26.436,24.983,25.051,25.174,24.853,24.856,25.15,24.782,24.458,23.62,26.312,24.579,23.708,23.932,24.499,25.101,24.634,24.095,24.061,24.234,23.914,24.876,25.512,23.667,24.179,25.579,23.582,24.871,24.67,25.404,24.099,23.545,23.295,NaN
39.91,25.156,24.67,25.689,26.256,25.764,23.479,NaN,25.041,24.569,26.285,24.374,NaN,25.742,26.633,25.914,23.192,24.084,23.693,23.498,23.922,24.57,24.83,24.303,24.875,24.397,25.224,23.218,24.744,25.183,24.81,NaN,24.182,24.554,NaN,24.948,23.628,24.838,24.123,24.186,25.607,23.575,24.905,24.591,24.975,24.305
39.92,24.989,26.163,25.603,24.016,25.467,25.553,24.587,26.213,25.818,25.522,25.141,NaN,24.574,25.178,24.37,24.355,25.547,24.55,24.908,24.319,24.061,25.196,24.854,24.668,24.971,25.072,23.473,25.171,24.977,23.995,24.119,24.221,24.061,24.183,24.139,23.523,25.024,24.673,24.132,24.599,24.936,25.363,23.601,24.56,25.184
39.93,25.723,26.834,25.85,26.42,25.671,24.132,24.2,24.543,25.645,25.698,25.371,25.655,26.66,25.194,25.537,23.909,24.984,24.459,25.001,23.552,25.031,25.008,24.107,23.924,25.637,23.326,24.282,23.981,23.89,23.777,NaN,24.191,24.739,25.258,24.717,23.324,25.546,26.259,23.596,24.195,23.382,24.994,25.2,23.395,24.266
39.94,24.508,26.046,25.368,26.109,26.279,24.202,24.307,25.349,25.203,NaN,25.557,25.278,25.343,25.9,25.87,23.84,25.914,24.529,25.266,24.609,24.541,25.192,25.031,24.261,24.894,25.544,25.244,25.282,24.406,23.791,24.414,25.127,23.402,24.869,24.366,23.279,25.035,23.671,25.33,24.33,NaN,24.012,24.506,22.853,24.464
39.95,25.404,26.419,25.149,25.251,24.652,25.186,25.812,26.11,25.75,26.302,25.768,25.093,25.581,26.149,25.131,23.996,25.33,24.607,24.739,24.986,25.085,24.997,23.752,23.24,25.675,24.229,23.692,24.361,25.303,25.765,23.648,25.168,24.781,25.345,24.602,23.975,24.041,24.231,23.711,24.738,NaN,24.303,24.51,24.726,23.988
39.96,25.325,26.331,26.1,24.237,26.132,24.243,25.277,26.274,24.197,25.819,24.428,24.96,25.014,25.146,25.483,23.994,24.899,NaN,24.902,24.38,25.322,24.853,25.185,24.162,24.949,24.161,25.159,24.915,24.888,25.244,23.888,24.415,24.724,25.3,25.12,25.154,24.648,24.48,25.06,23.855,24.559,24.753,24.145,24.21,23.954
39.97,26.494,26.15,26.031,25.497,25.842,25.013,25.216,25.744,26.042,NaN,24.588,23.732,25.455,25.553,NaN,24.362,24.16,24.307,24.825,25.035,24.573,25.105,24.718,23.741,24.646,25.541,25.295,24.351,23.368,24.517,24.445,23.492,24.249,24.481,24.456,23.329,24.895,24.904,24.491,25.467,23.462,24.914,24.539,23.949,23.884
39.98,26.185,25.615,26.308,25.845,25.124,25.859,25.075,25.451,25.644,25.885,25.182,25.321,24.239,26.569,25.71,23.903,24.695,23.397,25.494,24.53,24.205,25.638,24.758,NaN,25.415,23.673,25.364,24.499,24.344,24.558,23.806,25.079,23.909,23.379,24.436,23.511,23.799,24.745,24.312,24.611,24.504,24.978,24.953,24.005,24.115
39.99,25.272,26.552,25.699,26.266,25.514,25.89,25.594,24.313,26.242,26.399,24.741,26.638,25.385,25.815,26.314,23.382,24.464,24.645,24.287,23.434,23.785,25.448,24.254,25.063,25.275,24.669,24.067,25.221,24.624,23.958,24.591,24.829,23.234,24.783,24.216,23.59,25.768,24.025,24.855,24.281,24.975,25.841,24.357,25.147,23.731
40,25.827,25.588,24.994,26.319,25.108,24.608,25.358,25.929,25.637,25.761,25.861,25.437,26.152,26.337,25.019,24.845,25.576,23.069,24.954,23.723,24.593,24.417,23.695,23.712,25.324,23.725,24.509,24.484,24.651,24.842,23.542,24.835,25.464,25.002,24.32,23.759,25.172,24.986,24.549,25.071,25.335,25.306,24.349,24.999,23.448
40.01,25.872,25.236,25.894,24.981,25.985,26.052,25.693,26.252,23.98,26.024,25.206,25.918,25.612,25.3,24.732,24.526,25.55,24.426,25.577,24.057,24.662,23.898,25.076,NaN,25.267,25.696,25.275,24.259,25.607,24.247,NaN,24.455,25.097,25.376,23.294,23.065,24.387,24.733,24.523,25.441,24.182,25.043,24.519,23.253,24.952
40.02,26.478,26.065,26.212,25.706,25.199,26.147,25.11,25.337,25.313,25.937,24.356,26.461,26.594,26.168,26.271,25.18,25.238,23.541,24.351,24.96,24.183,25.92,24.923,25.083,25.339,23.861,25.132,24.872,24.308,26.116,NaN,25.314,25.33,24.587,24.469,23.977,23.98,25.111,24.437,24.901,24.906,25.362,24.531,24.53,24.99
40.03,26.491,26.193,25.643,25.954,25.127,25.266,24.3,25.496,25.99,25.953,25.944,25.511,25.852,25.367,24.965,24.293,25.194,24.764,24.647,24.788,25.235,24.995,25.746,NaN,25.254,25.021,24.259,24.381,24.514,25.038,24.084,24.361,23.991,24.314,24.625,23.776,24.314,24.027,24.093,24.904,24.525,25.475,24.771,24.078,23.355
40.04,25.958,25.133,25.152,26.445,24.688,26.293,24.904,26.288,NaN,25.478,25.27,25.147,25.928,25.097,25.037,24.567,24.627,23.199,24.504,23.718,26.044,24.283,24.412,24.604,24.278,23.435,24.697,24.941,24.13,24.447,24.563,24.558,23.305,25.054,24.077,23.927,24.895,23.203,23.271,24.897,25.45,23.388,23.332,23.155,22.939
40.05,25.629,26.051,25.878,25.299,25.713,25.362,24.528,25.294,25.759,24.701,25.601,24.7,26.474,24.943,26.103,24.445,25.044,25.223,25.03,24.965,24.241,24.407,23.747,24.942,25.352,22.921,23.873,26.076,24.661,25.211,24.274,25.595,23.725,24.146,24.863,23.96,25.025,NaN,25.388,23.989,24.209,25.245,24.657,24.53,23.715
40.06,24.429,25.725,24.714,26.298,24.675,24.508,24.413,25.633,26.518,25.262,25.614,24.896,25.645,25.628,25.997,24.899,23.605,24.772,NaN,24.724,23.605,23.91,24.597,24.052,24.845,24.251,23.912,24.546,25.027,25.467,23.861,25.147,24.41,25.062,23.883,24.428,24.507,24.65,25.011,25.461,24.95,24.818,24.293,NaN,24.662
40.07,25.102,26.039,NaN,25.02,24.604,25.335,24.522,23.63,24.405,25.507,25.304,25.076,25.278,26.259,25.657,24.838,24.804,24.406,25.036,23.632,24.506,24.207,24.904,25.366,25.246,25.227,23.573,25.548,25.592,23.709,24.851,24.198,24.892,24.85,23.403,24.57,24.288,25.116,24.377,24.741,23.92,24.678,24.647,23.959,24.832
40.08,25.276,26.853,26.162,25.558,24.999,24.126,24.145,26.03,25.537,26.225,25.259,25.439,26.074,25.476,25.28,24.952,25.36,23.527,25.373,23.998,24.48,25.148,24.225,25.207,24.823,23.785,25.078,25.738,24.478,25.422,NaN,24.55,24.481,25.129,24.924,24.821,25.002,24.66,24.562,24.767,25.578,24.295,24.023,23.363,23.116
40.09,25.2,26.01,25.861,25.348,26,24.277,24.484,25.446,25.424,25.947,26.086,25.825,25.466,25.326,25.508,25.119,25.46,24.149,24.932,23.738,25.238,24.626,25.722,25.087,24.997,24.112,23.481,23.768,24.627,25.65,24.605,25.143,24.164,24.659,23.735,23.779,25.125,24.782,24.534,25.392,25.344,24.973,24.193,24.45,23.947
40.1,25.55,25.031,25.903,26.334,24.658,25.839,23.502,25.398,24.937,25.959,24.748,25.505,25.011,26.062,25.546,23.575,25.277,24.541,24.955,24.386,24.637,24.423,24.422,25.542,23.591,23.661,24.924,25.195,23.788,24.728,24.544,25.532,24.303,24.916,24.127,24.172,25.27,23.401,24.993,24.399,24.747,24.631,23.732,24.747,24.718
40.11,26.241,25.734,25.806,24.784,25.329,25.185,24.822,24.94,25.824,25.622,24.989,NaN,26.129,25.596,25.86,24.701,24.975,24.954,25.862,24.307,23.992,23.89,25.077,24.257,24.56,23.811,23.861,25.24,25.147,24.842,23.759,25.637,25.113,23.679,23.45,24.385,23.859,24.783,23.565,24.078,25.67,23.649,24.075,24.802,24.074
40.12,25.185,24.354,25.562,24.679,26.258,24.537,25.089,25.322,24.709,25.73,24.975,25.74,26.228,NaN,24.683,24.736,25.179,25.398,25.245,25.081,24.587,23.977,24.575,24.099,25.341,24.306,25.529,23.736,24.685,25.109,24.602,24.426,23.944,24.85,23.354,23.543,25.451,23.577,25.334,25.258,24.74,24.498,24.289,23.416,24.857
40.13,24.635,25.47,26.455,24.836,25.506,25.473,25.067,25.115,24.869,25.77,25.326,25.982,26.094,25.024,26.313,24.602,25.107,24.185,25.401,24.292,NaN,24.184,24.688,25.391,24.7,24.77,24.253,25.024,24.49,24.808,24.923,23.764,25.501,24.79,24.727,23.774,25.385,23.215,24.458,24.68,25.294,25.016,25.387,24.656,24.832
40.14,26.192,26.083,26.241,25.676,25.571,25.746,25.315,25.434,25.177,NaN,25.018,26.957,25.223,25.664,NaN,24.341,25.818,24.334,25.662,24.727,24.628,24.039,25.107,25.094,22.782,NaN,24.861,24.855,25.063,25.408,25.256,24.951,25.057,24.811,25.013,24.12,25.261,24.088,25.739,23.736,24.596,25.597,24.219,23.061,25.362
40.15,25.43,25.273,25.892,24.575,25.87,25.083,24.617,25.917,26.33,25.898,25.877,26.462,25.077,25.8,25.442,23.64,25.712,24.286,24.67,24.962,24.198,24.282,23.895,23.601,25.433,24.703,24.274,25.548,NaN,25.58,24.389,25.529,23.956,24.423,23.804,24.693,24.656,24.293,23.764,25.928,24.775,24.373,24.433,23.881,23.091
40.16,25.63,25.976,25.798,25.301,25.292,25.166,24.992,25.024,24.592,25.32,25.634,26.593,25.782,25.387,NaN,24.51,24.723,23.449,24.699,24.569,24.029,24.795,25.005,25.422,24.758,23.799,24.369,25.003,24.224,25.181,25.18,25.061,23.078,25.315,24.256,23.473,25.865,23.977,24.545,24.936,24.917,24.534,23.575,24.176,25.39
40.17,25.861,25.265,25.668,26.482,25.741,24.899,24.991,25.978,26.124,25.369,26.47,24.579,24.413,25.697,25.508,25.012,24.903,24.428,24.745,24.265,24.815,24.958,24.583,NaN,24.289,23.768,25.155,25.593,24.846,25.174,24.192,24.796,25.048,24.547,24.88,24.492,23.907,24.917,24.146,25.144,24.308,24.66,24.559,23.739,24.497
40.18,25.826,25.778,25.623,25.516,26.1,25.231,24.661,25.914,25.175,26.546,25.925,24.124,25.484,26.08,NaN,24.632,26.019,NaN,25.165,24.624,22.776,25.413,25.252,NaN,24.639,25.088,24.368,24.167,25.341,24.882,NaN,25.212,25.106,25.335,24.98,23.211,25.683,24.258,23.586,25.089,24.866,24.88,24.507,24.029,24.452
40.19,24.229,25.88,26.015,25.474,25.221,24.729,25.476,24.554,25.167,25.802,25.239,24.704,26.196,25.051,25.993,23.671,24.688,25.169,25.382,25.185,25.221,24.66,24.929,24.621,24.249,24.561,25.439,24.186,24.505,25.566,24.079,24.886,24.111,24.54,24.723,23.301,24.226,24.388,23.537,24.285,25.344,25.262,24.706,24.047,23.59
40.2,26.03,26.289,26.27,25.729,26.19,25.938,24.918,26.171,25.095,24.756,24.85,25.708,26.102,26.191,26.57,24.305,24.926,24.668,24.903,24.025,25.033,23.667,24.243,25.786,23.983,24.432,25.417,24.505,24.088,25.317,23.282,24.438,24.247,25.798,23.713,23.405,25.532,24.43,24.919,24.901,24.547,24.971,24.762,23.487,24.589
40.21,25.14,25.034,25.963,25.616,24.953,25.023,25.116,24.269,24.516,26.018,24.965,25.833,NaN,25.33,24.451,24.789,24.251,23.311,25.307,24.984,24.033,25.237,24.617,23.577,23.37,24.893,24.071,24.319,24.769,25.66,24.514,25.643,23.769,25.358,24.507,23.928,23.881,24.247,24.179,25.165,25.287,25.099,24.602,24.001,23.426
40.22,25.296,25.017,26.684,25.639,24.55,24.96,25.548,25.416,25.222,24.522,25.865,25.464,25.63,25.673,25.841,24.201,25.707,23.526,25.206,25.651,25.125,24.894,23.938,24.97,25.252,24.812,24.456,24.842,24.318,25.779,24.305,23.705,25.384,25.028,24.834,23.741,24.794,24.231,23.723,24.652,24.1,24.542,24.63,23.761,24.023
40.23,25.655,24.651,25.923,25.843,24.962,23.967,25.499,26.303,24.896,26.121,25.768,25.623,24.629,24.839,25.217,24.902,26.161,24.447,24.605,25.087,23.779,24.343,25.134,24.978,24.286,23.966,24.481,25.173,23.472,23.989,24.658,24.121,23.199,25.058,24.834,23.402,25.153,24.623,24.651,24.74,24.763,25.609,24.682,24.021,24.329
40.24,25.365,24.529,24.61,25.512,25.448,25.349,24.028,24.879,24.565,24.404,25.322,25.445,26.167,NaN,25.908,24.78,25.393,24.901,25.262,24.176,24.786,25.005,24.976,24.647,25.419,24.873,24.45,23.55,24.61,23.639,25.45,25.061,24.531,23.988,23.762,23.44,24.556,23.168,24.235,24.811,25.656,24.645,23.332,23.666,24.267
40.25,26.354,26.35,26.406,25.715,25.676,25.174,24.632,24.541,25.303,26.159,25.375,25.677,25.718,24.902,26.157,23.897,24.827,24.508,24.587,24.456,25.484,24.462,23.827,24.976,25.047,24.356,23.969,24.486,24.74,24.842,24.488,24.602,24.674,25.487,24.051,24.062,24.752,23.47,24.277,23.713,23.937,24.88,24.812,24.921,23.902
40.26,24.837,24.922,25.032,25.816,25.572,24.596,24.162,25.052,26.196,25.371,24.365,25.461,25.74,25.591,26.22,24.472,25.348,24.575,25.358,23.398,24.421,25.319,24.282,26.134,24.241,24.332,23.38,25.749,24.98,25.615,23.278,23.937,24.802,24.336,23.751,23.801,25.035,24.548,23.924,24.354,24.067,24.099,24.592,24.591,23.885
40.27,26.615,25.154,25.49,25.919,26.199,25.249,24.979,23.995,25.212,25.764,25.376,25.987,24.513,25.616,26.542,23.711,24.872,23.93,24.889,24.486,24.639,24.431,24.553,24.853,24.771,23.276,23.712,25.26,24.406,26.221,24.56,25.243,23.725,23.752,23.798,23.725,24.452,24.912,23.423,24.432,23.744,24.976,24.033,24.288,24.985
40.28,24.638,25.371,25.401,25.974,26.011,25.225,23.851,24.915,25.02,25.275,26.67,26.681,24.771,26.365,26.427,23.642,25.548,24.072,25.583,25.327,24.084,24.954,25.354,24.437,24.129,23.866,25.086,24.426,24.763,25.006,24.583,25.273,24.247,24.626,23.292,24.511,24.907,24.22,24.607,24.33,23.824,24.096,24.023,24.554,25.01
40.29,25.738,25.42,25,26.193,24.527,26.034,24.894,24.929,24.845,26.05,25.606,25.477,24.108,24.548,25.765,23.126,25.099,24.094,24.896,24.039,23.573,24.964,24.272,24.605,24.209,25.028,23.907,25.242,24.14,25.042,23.918,23.791,24.812,24.207,24.416,23.407,24.289,23.89,23.352,24.522,24.584,24.718,24.362,23.641,22.774
40.3,25.937,25.74,25.536,24.527,26.085,25.348,24.403,25.594,24.928,26.037,24.808,25.339,26.253,24.766,24.657,23.923,24.257,23.582,24.907,24.088,23.996,24.545,24.809,24.49,24.453,24.239,24.853,24.969,24.228,23.895,24.173,24.628,25.411,23.543,24.086,23.851,25.274,24.103,24.624,24.287,24.434,24.832,23.338,24.25,24.127
40.31,26.104,25.495,26.296,24.995,24.647,24.72,25.741,24.735,24.918,26.072,25.485,24.998,26.081,25.541,25.545,24.104,24.05,22.883,24.116,24.91,24.566,25.753,24.866,23.689,24.237,23.375,25.296,24.272,25.186,25.242,24.625,24.356,24.234,24.477,24.467,24.197,24.141,24.292,23.476,24.919,24.539,24.85,23.436,24.242,24.556
40.32,24.642,26.422,26.023,25.796,25.918,25.521,25.668,25.089,24.988,26.514,24.484,26.008,25.189,26.881,25.334,23.989,25.322,25.12,25.159,23.87,24.542,24.405,24.211,25.575,24.767,24.753,24.551,24.887,24.981,24.579,24.305,24.663,24.696,23.115,24.489,23.862,25.092,24.983,24.482,25.189,24.721,24.467,23.454,24.073,23.958
40.33,26.229,25.792,26.194,25.993,24.053,25.423,25.185,25.341,25.445,26.254,25.653,25.811,24.699,25.53,25.866,23.345,25.5,23.216,24.971,25.013,23.675,24.381,24.732,25.111,24.134,23.163,24.514,24.53,24.077,24.068,25.118,25.09,24.965,25.135,24.442,24.05,23.788,24.042,24.614,24.824,25.089,24.225,24.575,23.476,23.664
40.34,25.217,26.288,25.73,24.763,26.597,26.535,24.913,24.219,25.608,25.531,24.718,25.844,25.701,25.77,25.85,24.164,24.893,25.449,24.506,24.603,24.976,25.507,24.278,NaN,24.719,24.563,24.915,25.426,25.341,24.834,24.576,24.069,23.215,25.36,24.638,23.385,25.608,23.29,23.435,25.031,25.285,25.445,24.699,24.828,24.795
40.35,25.95,26.24,25.499,25.312,25.201,24.34,25.097,25.001,25.781,25.786,25.962,25.377,25.261,25.881,25.835,23.694,24.64,24.864,24.961,23.725,25.245,25.042,24.657,25.071,24.941,24.233,23.794,23.966,24.971,24.069,25.064,23.045,23.883,24.917,24.534,23.409,24.833,NaN,24.269,25.127,24.062,24.486,25.313,24.995,24.635
40.36,25.621,26.021,25.549,25.474,24.492,24.968,24.778,25.58,25.477,25.583,26.204,25.321,26.244,25.641,25.208,24.556,25.311,24.679,24.64,23.709,24.714,25.366,24.751,24.275,25.801,24.291,24.863,24.082,24.29,24.285,23.263,25.176,24.137,24.012,25.029,23.806,23.709,24.922,23.97,24.869,25.557,24.507,24.65,23.56,24.362
40.37,25.149,25.025,25.776,25.352,24.808,26.231,24.446,25.026,25.911,25.512,25.256,25.939,25.577,25.774,24.861,23.418,23.808,24.362,24.252,24.675,23.879,24.754,23.417,24.947,25.085,24.075,24.2,25.292,23.939,24.982,24.412,24.839,23.568,23.658,24.452,23.126,NaN,24.188,NaN,25.57,25.986,24.297,24.396,24.659,25.161
40.38,25.512,25.287,25.395,25.899,25.776,24.931,24.636,25.757,24.876,25.773,24.542,26.383,26.354,26.799,27.215,23.472,25.45,24.159,24.63,25.26,24.906,24.718,24.687,23.9,24.573,25.124,24.492,24.262,24.299,25.201,23.602,24.12,24.984,23.621,24.477,23.301,24.713,24.41,23.478,23.998,24.495,25.052,25.406,25.259,23.459
40.39,25.758,25.729,24.682,25.525,25.854,25.688,25.024,25.634,24.639,26.447,25.309,26.228,25.092,27.003,25.251,24.349,24.653,23.063,25.32,24.167,24.09,23.915,24.664,25.458,25.219,24.218,25.149,24.87,25.102,25.406,NaN,24.151,24.619,23.434,25.096,23.198,25.345,24.573,23.28,24.63,25.267,24.411,24.389,24.077,23.558
40.4,26.34,25.109,25.495,25.018,25.329,25.169,NaN,24.468,25.381,25.973,25.385,26.513,24.278,26.094,25.489,23.49,25.17,24.571,23.328,25.373,23.093,24.731,23.628,23.732,24.165,23.765,24.486,25.551,25.39,23.846,23.148,25.244,23.771,24.989,23.833,19.519,24.812,25.472,24.979,24.828,25.455,23.96,23.007,24.042,24.345
40.41,25.108,26.279,26.097,24.511,24.81,25.103,25.235,25.67,24.292,25.945,26.403,26.475,24.664,25.148,25.893,25.311,25.287,24.192,24.649,24.82,24.699,23.817,24.284,24.485,24.114,24.518,24.8,24.672,24.932,NaN,25.371,24.219,24.27,25.081,24.202,20.056,24.729,25.242,24.741,24.356,24.248,25.502,23.965,NaN,24.26
40.42,24.877,26.105,26.176,24.083,24.822,25.521,24.187,25.878,24.736,25.363,25.184,24.241,25.739,25.549,25.667,24.686,23.938,24.195,24.005,25.063,NaN,23.791,23.923,24.807,25.036,24.749,24.309,24.565,24.333,25.485,23.75,24.507,25,26.158,24.763,19.944,25.174,23.561,23.98,24.552,25.367,24.949,24.444,24.374,23.473
40.43,26.613,25.568,24.754,24.846,25.895,25.227,24.352,25.934,25.429,26.367,24.538,25.974,26.221,24.952,26.766,24.655,24.182,24.04,24.934,24.166,24.115,23.688,24.813,NaN,24.741,23.896,24.851,24.692,24.421,24.194,23.864,24.794,24.717,25.351,23.091,19.839,24.102,24.911,24.255,24.572,24.831,24.184,25.034,24.001,24.187
40.44,26.012,26.1,26.133,25.922,25.699,25.26,NaN,24.964,24.283,25.563,25.04,25.441,25.923,NaN,26.188,23.8,24.98,24.061,23.804,23.261,26,24.167,24.485,24.784,23.555,23.723,24.58,25.064,25.469,NaN,24.738,25.533,24.203,25.055,24.244,19.295,25.117,24.815,25.027,24.971,24.598,23.757,25.068,25.292,24.895
40.45,26.741,25.677,25.491,26.031,24.174,24.89,24.983,24.976,25.213,26.151,25.628,24.987,25.041,25.147,25.628,23.507,24.516,24.521,25.212,23.544,25.224,24.285,24.549,NaN,24.431,24.881,24.51,24.992,23.282,24.069,23.998,23.75,23.623,25.156,24.552,19.875,24.954,24.431,23.544,24.835,25.031,25.135,24.318,25.029,24.128
40.46,26.225,25.456,26.037,26.238,25.451,24.517,24.434,25.823,25.116,26.172,26.113,26.571,25.996,25.778,24.969,24.197,25.148,23.276,24.425,23.831,24.449,25.196,24.41,24.067,24.549,23.395,25.689,25.082,24.222,25.268,24.123,24.509,23.514,25.463,24.302,19.672,25.004,25.138,24.772,25.534,NaN,24.489,23.628,23.997,24.517
40.47,25.775,24.038,NaN,25.476,25.936,25.28,24.778,24.39,24.718,25.733,25.804,26.014,25.716,25.628,25.397,23.157,26.147,24.918,25.013,24.67,NaN,24.658,25.09,NaN,24.493,25.166,24.544,24.62,24.332,24.154,23.862,25.389,23.677,25.139,24.087,19.867,24.057,24.237,25.298,25.033,24.545,24.836,23.656,24.106,22.918
40.48,24.475,24.453,25.085,25.765,25.691,25.214,24.71,25.254,23.716,26.084,25.865,25.477,25.113,26.378,26.13,24.128,24.817,24.317,25.085,23.995,23.777,24.083,24.868,23.968,23.858,23.651,23.922,24.147,24.903,NaN,24.549,25.186,24.065,24.414,24.187,19.356,25.649,24.152,24.238,25.52,24.828,26.179,24.73,24.989,23.933
40.49,25.663,25.704,26.624,25.674,25.904,25.671,24.738,26.062,NaN,25.441,25.339,24.876,24.732,26.118,25.357,24.164,25.261,23.334,24.903,24.995,24.841,24.094,24.701,25.138,25.084,24.664,23.613,25.25,25.055,25.344,24.485,24.93,24.529,25.394,23.97,18.996,23.651,24.609,24.048,24.545,25.983,24.956,24.735,NaN,23.853
40.5,25.875,26.959,25.946,25.755,25.644,25.058,26.243,25.822,25.364,26.216,25.159,25.248,25.972,25.686,25.499,24.543,25.057,23.334,24.748,24.206,24.664,25.569,23.854,24.997,23.257,25.397,24.038,25.494,24.341,25.598,23.702,24.443,24.418,24.133,24.074,20.405,24.427,25.066,25.077,24.269,24.98,25.278,23.942,24.179,25.087
